filename,class
7cd2de8e_Posed Pain S056 18.jpg,none
7cd53a36_Neutral S042 13.jpg,mild
7cd598ec_S057A 07.jpg,none
7cd60d14_Neutral S052 15.jpg,none
7cd717a6_S003L 05.jpg,none
7cdbee07_S006F 04.jpg,none
7cdca4bc_Posed Pain S036 18.jpg,moderate
7ce0c45b_S015F 19.jpg,none
7ce3e648_S025N 19.jpg,none
7ce61f9b_S056L 06.jpg,none
7ce6a57b_Neutral S043 21.jpg,none
7ce71dd8_S014A 15.jpg,none
7cecddce_S049A 05.jpg,none
7ced84b2_S058L 22.jpg,none
7cef7336_Algometer Pain S031 06.jpg,mild
7cf13474_S057A 05.jpg,none
7cf19390_Algometer Pain S058 17.jpg,none
7cf735a0_L�ser S011 07.jpg,none
7cfb18bf_Posed Pain S064 18.jpg,none
7cfcc00a_S037L 12.jpg,none
7cff9d69_Algometer Pain S005 20.jpg,none
7d05e631_Posed Pain S043 12.jpg,mild
7d099fa0_Algometer Pain S068 03.jpg,none
7d0f40fd_Algometer Pain S044 04.jpg,none
7d141d67_Laser Pain S030 18.jpg,none
7d1c3953_Posed Pain S035 08.jpg,severe
7d23033d_Algometer Pain S039 20.jpg,mild
7d27178d_Neutral S009 03.jpg,none
7d297d6c_Neutral S019 05.jpg,none
7d2d3895_Posed Pain S063 03.jpg,none
7d2ddace_S016L 15.jpg,none
7d334eff_Colour-S010A 08.jpg,moderate
7d3544aa_S037L 13.jpg,mild
7d37cbe9_Neutral S013 03.jpg,none
7d3cd15e_S030A 18.jpg,mild
7d436050_S061A 22.jpg,none
7d442198_S008F 16.jpg,none
7d4480f7_Neutral S032 10.jpg,mild
7d44f25f_Posed Pain S066 17.jpg,moderate
7d5014c5_Neutral S022 20.jpg,none
7d51888e_Posed Pain S020 14.jpg,none
7d5a6135_S064L 04.jpg,none
7d5ce85c_S027L 04.jpg,none
7d5d388a_Posed Pain S031 21.jpg,none
7d5d9d65_S047A 10.jpg,none
7d60533d_S001F 16.jpg,none
7d6120a8_Algometer Pain S025 18.jpg,mild
7d632eb3_S005F 08.jpg,none
7d67ab87_S051L 06.jpg,none
7d6a63c8_Neutral S061 05.jpg,none
7d6c8150_Neutra S006 05.jpg,none
7d6eafa8_Neutral S0036 20.jpg,none
7d78232b_Algometer Pain S002 08.jpg,none
7d7a7b4b_Posed Pain-1 S052 05.jpg,none
7d7c1c31_Colour-S001A 03.jpg,none
7d7ca3da_Neutral S017 17.jpg,none
7d81476c_S004A 08.jpg,mild
7d82b61c_Algometer Pain S050 05.jpg,none
7d84f3db_Algometer Pain S005 16.jpg,none
7d85d8c6_Algometer Pain S028 07.jpg,none
7d87e8a9_Neutral S0036 03.jpg,none
7d892a98_S012F 04.jpg,none
7d8cd8a5_Neutral S061 12.jpg,none
7d8d354e_S013L 05.jpg,none
7d8e1df8_S012F 22.jpg,mild
7d8e766c_S042L 04.jpg,mild
7d91d488_Algometer Pain-1 S019 08.jpg,none
7d91e126_S019F 17.jpg,mild
7d9280af_Neutral S048 13.jpg,none
7d9a9b7d_Algometer Pain-2 S032 10.jpg,moderate
7d9bc148_S022A 08.jpg,none
7d9e99a3_Laser Pain-1 S029 05.jpg,none
7d9fda93_S026A 06.jpg,mild
7da06eb3_Posed Pain S035 20.jpg,none
7da1d39a_Algometer Pain S062 17.jpg,mild
7da33095_Neutral S015 20.jpg,none
7da6e105_Neutral S068 13.jpg,none
7da81df1_S068L 05.jpg,mild
7dac604e_Posed Pain S028 22.jpg,none
7db1b144_Posed Pain S036 14.jpg,moderate
7db87db0_S034N 09.jpg,none
7dbda04c_Posed Pain S060 10.jpg,none
7dbe4fb5_Posed Pain S026 16.jpg,mild
7dc08a62_S014A 18.jpg,mild
7dc75578_Neutral S040 17.jpg,none
7dc86c95_S061A 06.jpg,none
7dce5d6a_Neutral S067 02.jpg,none
7dd21ed4_Neutral S061 16.jpg,none
7dd395f3_Neutral S040 19.jpg,none
7dd44e48_S031L 08.jpg,none
7dd79b7c_S049F 13.jpg,none
7dd7c34a_S037L 16.jpg,none
7dd83a55_Posed Pain S021 06.jpg,moderate
7ddb0adc_Posed Pain S056 09.jpg,moderate
7dddcc25_Neutral S064 15.jpg,none
7de7f27e_S002F 08.jpg,moderate
7de88999_S034L 07.jpg,none
7dea8866_Posed Pain S013 18.jpg,none
7dee7543_Neutral S044 09_1.jpg,none
7deee8c6_Algometer Pain S024 07.jpg,none
7df4c792_S003L 08.jpg,mild
7e003e11_Algometer Pain S002 14.jpg,mild
7e047946_Neutral S064 13.jpg,none
7e0b1495_Posed Pain S065 08.jpg,none
7e0bfa44_S050L 21.jpg,none
7e0e4d98_S040L 20.jpg,none
7e0f6c08_Neutral S068 08.jpg,none
7e1237bf_Laser Pain S044 06.jpg,none
7e21ae48_S068L 16.jpg,none
7e232170_S061A 21.jpg,none
7e232beb_Posed Pain S046 20.jpg,none
7e252890_Colour-S010A 13.jpg,none
7e2923e5_S068F 19.jpg,none
7e2a8e0f_S005L 19.jpg,moderate
7e2be652_S017L 04.jpg,mild
7e2c592e_S060A 14.jpg,none
7e2c9d3a_S015F 20.jpg,none
7e3604e1_Posed Pain S060 22.jpg,none
7e361294_Laser Pain S048 16.jpg,none
7e385574_Neutral S065 21.jpg,none
7e3928b7_Posed Pain S017 08.jpg,moderate
7e3c2a89_Posed Pain S021 07.jpg,none
7e43e0e9_S063A 07.jpg,none
7e469c28_Neutral S019 05.jpg,none
7e48113d_S012F 08.jpg,mild
7e4ae322_S067A 21.jpg,mild
7e4f9fdb_Posed Pain S046 12.jpg,none
7e54a3d1_Neutral S050 19.jpg,none
7e56c0eb_Neutral S041 16.jpg,none
7e56f1e2_S030A 08.jpg,moderate
7e574523_S023N 19.jpg,none
7e5bf3c5_Posed Pain S039 07.jpg,mild
7e6303c3_S060L 17.jpg,none
7e6495ba_Algometer Pain S058 22.jpg,none
7e6566e1_Neutral S064 03.jpg,none
7e70f5dd_Algometer Pain S003 11.jpg,mild
7e71820f_S016A 21.jpg,none
7e73f957_Algometer Pain S024 12.jpg,none
7e752e5a_Laser Pain S049 17.jpg,moderate
7e7ae8b0_Posed Pain S065 04.jpg,none
7e7c9604_Algometer Pain S046 05.jpg,none
7e7e4f58_Neutral S053 17.jpg,none
7e7f755a_Neutral S004 22.jpg,none
7e7fdd20_Laser Pain S030 10.jpg,moderate
7e84529e_Posed Pain S025 10.jpg,mild
7e861571_Laser Pain S014 07.jpg,none
7e87c61a_Neutral S021 05.jpg,mild
7e8ca8b3_Neutral S055 05.jpg,none
7e8f7eee_S047L 17.jpg,none
7e910cd2_Neutral S043 09.jpg,none
7e9139f0_S053L 19.jpg,none
7e91def2_Posed Pain S058 17.jpg,mild
7e9517c6_Algometer Pain S003 21.jpg,moderate
7e958193_S053L 04.jpg,none
7e990725_Neutral S024 22.jpg,none
7e9f2cbc_S054L 11.jpg,mild
7ea217f7_Algometer Pain S012 04.jpg,mild
7ea42406_S003F 20.jpg,none
7ea4600f_Algometer Pain S024 12.jpg,none
7ea4c0c6_S061L 09.jpg,none
7ea93287_Algometer Pain-1 S032 10.jpg,severe
7eaac3dc_Neutral S035 22.jpg,none
7eaac9ad_Neutral S048 17.jpg,none
7eb12148_S048F 09.jpg,mild
7eb3266e_Neutral S067 11.jpg,none
7eb63626_S013L 12.jpg,mild
7eb6c215_S001F 15.jpg,mild
7ebe7715_Neutra S005 14.jpg,none
7ebed60f_S037F 06.jpg,moderate
7ec5064d_Algometer Pain-2 S019 09.jpg,moderate
7ec840bf_Algometer Pain S056 05.jpg,none
7ed10367_Laser Pain S049 13.jpg,mild
7ed22654_S002L 21.jpg,none
7ed3c214_Neutral S039 06.jpg,none
7ed61247_S061A 20.jpg,none
7ed890a5_S022F 22.jpg,none
7ee2a8e9_Posed Pain S004 20.jpg,mild
7ee41805_Laser Pain-2 S029 18.jpg,none
7eebca7e_S005L 18.jpg,none
7eee5688_S067A 15.jpg,none
7eee9d47_Algometer Pain S012 18.jpg,moderate
7ef16f81_S046L 12.jpg,none
7ef3bca7_S019F 05.jpg,mild
7ef4d4ed_S065L 05.jpg,none
7ef52dfa_Laser Pain S018 21.jpg,moderate
7ef96d47_Algometer Pain S018 21.jpg,none
7efabe51_Algometer Pain-2 S019 12.jpg,none
7efdca82_Posed Pain S050 20.jpg,none
7efe436c_Neutral S011 21.jpg,none
7f051d1c_S005L 09.jpg,none
7f053c14_Algometer Pain S025 05.jpg,none
7f06c46c_S068L 20.jpg,none
7f0700ba_Laser Pain S018 04.jpg,none
7f08893e_Algometer Pain S035 10.jpg,none
7f0a6cd6_Posed Pain S026 14.jpg,mild
7f0bfa0b_S009F 17.jpg,moderate
7f0e4616_Colour-S001A 08.jpg,none
7f0fef76_S043A 18.jpg,none
7f134ff4_Neutral S035 12.jpg,mild
7f164b98_Neutral S040 11.jpg,moderate
7f17cf77_S026N 03.jpg,none
7f19b584_Neutral S048 03.jpg,none
7f21f86e_S050L 10.jpg,none
7f255a84_S063L 06.jpg,none
7f263bb7_S031L 05.jpg,none
7f343755_Laser Pain S044 06.jpg,none
7f3bc983_S017L 07.jpg,mild
7f3c2867_S021A 12.jpg,none
7f3dec0c_Algometer Pain S025 08.jpg,none
7f4137b2_S005F 06.jpg,none
7f47c0fa_Algometer Pain S029 07.jpg,mild
7f48cdd9_S010L 18.jpg,mild
7f4a4411_Laser Pain S006 07.jpg,none
7f4d5bde_S004L 05.jpg,none
7f5054fd_Neutral S015 19.jpg,mild
7f51417d_Algometer Pain S068 05.jpg,none
7f58bcdb_Neutral S055 11.jpg,none
7f62ff02_S004A 12.jpg,none
7f642ea6_S036A 06.jpg,none
7f644733_S038A 12.jpg,none
7f6e3707_S021A 09.jpg,none
7f6e87ca_Laser Pain-1 S029 19.jpg,none
7f700293_S022F 20.jpg,none
7f70c467_Neutral S014 16.jpg,none
7f71b0b4_Fingido S062 13.jpg,mild
7f754b97_Laser Pain S006 14.jpg,none
7f778620_Neutral S065 12.jpg,none
7f7dcde6_Algometer Pain-1 S052 15.jpg,none
7f7fb05d_Posed Pain S014 12.jpg,moderate
7f88819d_S042L 09.jpg,none
7f89f25a_Neutral S033 03.jpg,none
7f8a5aea_Algometer Pain S029 21.jpg,none
7f8d0acb_S035L 05.jpg,mild
7f914a91_Algometer Pain S055 21.jpg,none
7f919187_S052L 09.jpg,none
7f93467d_S025N 06.jpg,none
7f943b82_Posed Pain S054 12.jpg,none
7f97fe3e_Laser Pain-2 S029 12.jpg,none
7f9920c6_S003L 07.jpg,none
7f9932a9_S024L 03.jpg,none
7f9beb5a_S005L 14.jpg,none
7fa3e5b3_Algometer Pain S005 11.jpg,none
7fa4fea4_S041L 05.jpg,none
7fa817ff_S004L 21.jpg,none
7faca030_S056L 05.jpg,none
7facb886_Algometer Pain S058 19.jpg,mild
7fb4bae5_S016L 08.jpg,none
7fb51fc2_Laser Pain S023 04.jpg,none
7fb891b2_Posed Pain S025 14.jpg,none
7fb8f3e2_Algometer Pain-2 S019 20.jpg,mild
7fbc68f3_S009F 08.jpg,moderate
7fbc9f02_Neutral S012 15.jpg,mild
7fbec03f_S003F 09.jpg,none
7fc2488c_Neutral S014 05.jpg,none
7fca8326_S060L 06.jpg,mild
7fd20025_Fingido S062 16.jpg,none
7fd4acfa_Neutral S062 06.jpg,none
7fd5a5e0_Neutral S013 20.jpg,none
7fd7a013_S004L 22.jpg,none
7fd7bc77_S060L 08.jpg,none
7fd7cfe9_S021A 15.jpg,moderate
7fdaaaef_Laser Pain S006 09.jpg,none
7fdcc248_Neutral S042 23.jpg,none
7fe68f88_Neutral S013 11.jpg,none
7febac76_Posed Pain S036 06.jpg,none
7ff143f9_Algometer Pain S018 18.jpg,none
7ff17a8a_S016L 17.jpg,none
7ff4c62a_Algometer Pain S031 07.jpg,none
7ff6c33b_Laser Pain S036 07.jpg,mild
7ff9ee69_Neutra S006 16.jpg,none
7ffa1f67_Posed Pain S061 09.jpg,none
7ffa91e6_Neutral S038 12.jpg,mild
7ffbbde2_S043L 12.jpg,mild
7ffdc1ac_Algometer Pain S033 18.jpg,none
7ffe5cf3_Posed Pain S064 16.jpg,none
8002073a_S013A 03.jpg,mild
80060148_S025L 18.jpg,none
8006f481_Neutral S029 07.jpg,none
8009defb_Neutra S005 12.jpg,none
800a36d0_Posed Pain S028 08.jpg,none
800a8535_Algometer Pain S062 12.jpg,none
800bd008_Neutral S018 02.jpg,none
800d6a3d_Posed Pain S056 12.jpg,moderate
800f032d_Posed Pain1 14.jpg,none
8011470b_S015A 16.jpg,none
80135bdd_Neutral S019 09.jpg,none
8015774b_Neutral S067 06.jpg,mild
80199ecb_Colour-S010A 12.jpg,moderate
801b68c5_S015F 18.jpg,mild
801fd849_Posed Pain-2 S052 07.jpg,none
802271c3_Neutral S056 14.jpg,none
802615a0_S045F 17.jpg,none
8026513f_Posed Pain S060 11.jpg,mild
80267fc4_Neutral S046 03.jpg,none
8028d05a_Neutral S012 12.jpg,mild
802b978c_Algometer Pain S037 10.jpg,mild
802df2b4_Neutral S066 03.jpg,none
802e32cb_S006F 03.jpg,none
8033fdd1_Posed Pain S036 06.jpg,mild
80383c37_S012L 18.jpg,none
803dfe5f_S060A 21.jpg,none
8042131f_Laser Pain S018 03.jpg,none
80428baa_Algometer Pain S018 21.jpg,none
804724be_Neutral S030 20.jpg,none
804a13ad_S043L 19.jpg,none
804a3a0d_S054L 03.jpg,none
804c396a_S058L 11.jpg,none
804e4b5c_Laser Pain S023 14.jpg,none
8055e795_Neutral S032 07.jpg,none
8058059c_Algometer Pain S050 12.jpg,none
80595d03_Algometer Pain S056 10.jpg,none
805d99fc_Neutral S033 10.jpg,none
806004fb_Posed Pain S065 15.jpg,none
8061b2c5_Posed Pain S053 04.jpg,none
80653070_Neutral S050 20.jpg,none
806920ff_S038A 06.jpg,none
806a3cd6_S013L 05.jpg,none
806ae7e4_S055F 06.jpg,none
806e4279_Neutral S038 05.jpg,none
8071db77_S057L 10.jpg,none
807d7f8a_Posed Pain S044 07.jpg,moderate
807d9040_S003F 04.jpg,none
807e2a4d_Neutral S0036 10.jpg,none
80805d9d_Posed Pain S047 11.jpg,none
8089c247_Algometer Pain-1 S032 13.jpg,moderate
808af1a3_Neutral S045 06.jpg,mild
808b183c_Algometer Pain-2 S019 05.jpg,none
80933ebf_Algometer Pain S044 21.jpg,none
8097e1f3_S047L 05.jpg,none
809acd3f_Posed Pain S066 10.jpg,none
809b6ebf_Posed Pain S056 17.jpg,mild
80a1938a_Algometer Pain S009 10.jpg,severe pain
80a72a93_S008L 03.jpg,none
80a8e01f_S016L 07.jpg,none
80a922a7_Algometer Pain-1 S032 08.jpg,mild
80ab39f2_Algometer Pain S033 03.jpg,none
80abfe8a_S024L 15.jpg,mild
80b1c9e2_Algometer Pain S046 16.jpg,none
80b3f678_Posed Pain S036 15.jpg,none
80b86773_S023F 21.jpg,severe
80b90ee3_Neutral S013 07.jpg,none
80b946ad_S002F 17.jpg,none
80b9df32_S049F 19.jpg,moderate
80beb15a_Neutral S062 12.jpg,none
80c85336_S010L 05.jpg,none
80d06dbc_S042L 11.jpg,moderate
80d695b3_S018F 09.jpg,none
80d92a91_S023F 10.jpg,mild
80d96b59_S038L 07.jpg,mild
80dc4d70_Posed Pain S040 07.jpg,moderate
80de2b81_Algometer Pain S040 21.jpg,none
80e10bf7_Neutra S005 18.jpg,mild
80e17684_Algometer Pain S056 16.jpg,none
80e1ec8a_S024L 18.jpg,none
80e29be1_S068L 11.jpg,none
80e32f51_S022A 08.jpg,none
80e7a246_Laser Pain S049 15.jpg,none
80e807a4_S040L 16.jpg,none
80e9b417_Posed Pain-2 S052 11.jpg,mild
80ecb990_Neutral S033 20.jpg,none
80fb3abb_S045L 18.jpg,mild
80fb7191_Posed Pain S036 04.jpg,none
80fbe08c_S002F 13.jpg,mild
80fcad06_S043L 07.jpg,none
80fd22e4_Algometer Pain S025 08.jpg,moderate
8105edbf_Neutral S018 04.jpg,moderate
8107adee_S059L 10.jpg,none
811210e7_S022A 11.jpg,none
811841bd_Neutral S017 02.jpg,mild
811883db_Neutral S029 13.jpg,none
811a7f18_Algometer Pain S025 13.jpg,none
811b7488_Algometer Pain-1 S032 15.jpg,mild
811d922e_L�ser S019 17.jpg,mild
811dd5d4_Algometer Pain S028 04.jpg,none
811de441_Neutral S008 03.jpg,none
811fba0a_Neutral S033 04.jpg,none
8125f502_Neutral S055 07.jpg,moderate
812a77a8_Neutral S002 14.jpg,none
812da1fc_Neutral S055 02.jpg,none
81307655_Algometer Pain S003 12.jpg,mild
8134765e_S011F 13.jpg,moderate
8134f897_S053L 22.jpg,none
813b0d63_Neutral S031 21.jpg,none
813b882d_S047L 05.jpg,none
813ce9d2_Algometer Pain S042 07.jpg,none
814158d5_Neutral S067 06.jpg,none
8142e36c_S022F 15.jpg,none
81483167_Posed Pain S014 13.jpg,none
81497856_Posed Pain S020 08.jpg,moderate
814be2da_Neutral S008 22.jpg,none
814c3a1e_S039L 09.jpg,none
81522605_Neutral S038 12.jpg,none
815a7148_S041F 22.jpg,none
815b37de_Posed Pain S066 13.jpg,mild
815ba8a7_S050L 13.jpg,none
815d741f_Algometer Pain S012 04.jpg,none
815e7bb7_S023F 06.jpg,moderate
8161ceb9_S035L 16.jpg,mild
81633ef6_S019F 17.jpg,severe pain
8163d43c_Neutral S065 07.jpg,none
8165aeab_Algometer Pain-1 S019 13.jpg,none
8165ded5_S002F 19.jpg,moderate
816b2e8f_Posed Pain S014 20.jpg,none
816b9414_S026N 08.jpg,none
816ba638_S029F 18.jpg,none
8172718d_Algometer Pain S033 20.jpg,none
8179d453_Posed Pain S034 14.jpg,none
817ce8ee_S023F 03.jpg,none
817f5f65_S036N 17.jpg,none
8181a10d_S015F 21.jpg,none
8183919b_S058L 18.jpg,none
8186e29e_Neutral S004 10.jpg,none
81883792_S051N 17.jpg,none
818b5c32_Neutral S004 14.jpg,none
81949865_S065A 07.jpg,none
819c5278_S003F 11.jpg,mild
81a046a1_S002L 12.jpg,none
81a19699_Laser Pain S018 20.jpg,none
81a25c97_Algometer Pain S055 11.jpg,none
81a5fff4_Posed Pain S035 14.jpg,none
81a9b2e1_Algometer Pain S041 19.jpg,none
81adb204_S031L 06.jpg,none
81af750f_Algometer Pain S040 04.jpg,none
81b66650_S061L 16.jpg,none
81ba792a_S015F 04.jpg,mild
81ba7cfd_Neutral S008 21.jpg,none
81c62dd4_S022F 13.jpg,none
81c6e5a2_S049F 19.jpg,mild
81c8c425_S037F 09.jpg,none
81c9566f_S043A 15.jpg,none
81cdb19b_S049A 17.jpg,none
81d07064_Posed Pain S058 10.jpg,none
81d5daf7_Algometer Pain S006 13.jpg,none
81db8268_Algometer Pain S056 03.jpg,none
81e005ce_Posed Pain S039 07.jpg,none
81e30066_Algometer Pain S006 20.jpg,mild
81e4cf27_S042L 10.jpg,none
81e52948_S061A 16.jpg,none
81e66e14_Posed Pain S035 21.jpg,moderate
81e82eac_Algometer Pain S042 04.jpg,none
81e8589a_Colour-S010A 16.jpg,none
81e9daac_Algometer Pain S018 03.jpg,none
81ee072e_Algometer Pain S046 17.jpg,mild
81f29b4a_S034L 05.jpg,mild
81f64f8a_S066A 21.jpg,mild
81f8a2f5_Laser Pain S048 09.jpg,none
82014fbe_S031L 20.jpg,none
8201c466_Algometer Pain S044 10.jpg,mild
82034381_S060L 22.jpg,none
82090c1f_S063A 19.jpg,none
82098300_S064A 18.jpg,none
8209a801_S068L 18.jpg,none
820c1871_Posed Pain S063 07.jpg,none
820f6f0f_S049F 19.jpg,none
8217f6a7_S021L 09.jpg,none
821becc3_Neutral S059 06.jpg,none
821c944d_S045F 03.jpg,none
822649c0_Algometer Pain S009 05.jpg,none
8226c21a_Posed Pain S020 17.jpg,none
822bf0a2_Neutral S062 16.jpg,none
82334ba6_Neutral S042 08.jpg,moderate
82339ad9_Algometer Pain S037 08.jpg,none
8233c920_Algometer Pain S027 12.jpg,none
82340eec_Posed Pain S031 09.jpg,none
823950d6_S011F 08.jpg,none
8242292d_S006F 21.jpg,none
824c4f21_Posed Pain S060 22.jpg,none
824ebde2_Laser Pain S048 04.jpg,none
82532eb4_Laser Pain S048 13.jpg,none
8253686e_S037L 03.jpg,mild
8254b5e4_S015A 14.jpg,none
825faafc_Posed Pain-1 S052 08.jpg,none
82626cb2_Posed Pain S047 08.jpg,none
8263c489_S054L 21.jpg,none
82659e5b_Neutral S062 16.jpg,none
8267c517_S040L 08.jpg,none
82699bd6_S068F 14.jpg,none
826b68cc_S017L 22.jpg,none
827011ca_Neutral S004 11.jpg,none
8277c1aa_S025N 17.jpg,none
827a21ac_Posed Pain1 27.jpg,mild
827a3ea0_Posed Pain S060 07.jpg,moderate
827cc2c0_Neutral S003 22.jpg,none
827f3d7d_S026N 11.jpg,none
828194c9_Neutral S063 21.jpg,none
8287dc85_S034N 06.jpg,none
82892c22_Neutral S009 05.jpg,none
828e04ee_Neutral S040 10.jpg,none
828f7ca3_Neutral S009 18.jpg,none
82931cc5_S045F 05.jpg,mild
829eb2fa_S059L 13.jpg,none
82a61b35_Posed Pain S064 13.jpg,moderate
82a9c950_Neutral S029 02.jpg,none
82ac1e23_Neutral S061 14.jpg,none
82b5949d_S016L 18.jpg,none
82b76a8f_S008F 04.jpg,moderate
82b8a050_Neutral S042 10.jpg,none
82bfb825_S049F 22.jpg,mild
82c0f620_S002F 16.jpg,none
82c18753_S016L 21.jpg,mild
82cfc7a5_Neutral S066 15.jpg,none
82d1713a_S018F 22.jpg,mild
82d45070_S049F 05.jpg,moderate
82d4ef43_S051N 15.jpg,none
82d7c903_Algometer Pain S056 06.jpg,none
82d9c92b_Posed Pain S038 18.jpg,none
82dab810_S067A 15.jpg,moderate
82dce436_Algometer Pain S018 09.jpg,none
82e1d35a_Neutral S048 07.jpg,moderate
82e41a83_Posed Pain S004 13.jpg,mild
82e4bb18_Algometer Pain S041 15.jpg,moderate
82e8722c_Posed Pain S013 18.jpg,none
82ecb811_Neutral S018 09.jpg,none
82ed4283_Posed Pain S065 22.jpg,mild
82f57264_S027N 07.jpg,none
82f63dc6_S013A 15.jpg,moderate
82f63f10_S046L 19.jpg,none
82f88025_S052L 06.jpg,none
83054475_S058L 08.jpg,none
830902ec_Neutral S022 21.jpg,none
83115bc8_Laser Pain S014 19.jpg,none
8317a2c1_Posed Pain S014 22.jpg,none
831df166_Algometer Pain S023 20.jpg,none
831f7271_Posed Pain S059 17.jpg,none
8323516f_Neutral S017 07.jpg,none
832504cc_S021L 13.jpg,none
83250f79_Laser Pain-1 S029 07.jpg,moderate
832afc57_Posed Pain-2 S052 09 (2).jpg,none
832b9a30_S017A 20.jpg,none
832be081_L�ser S022 06.jpg,none
832c4194_Neutral S060 07.jpg,moderate
8331da47_Laser Pain S036 09.jpg,none
83325895_Posed Pain S026 18.jpg,mild
8338ca98_S005F 03.jpg,moderate
83392e52_Neutral S008 09.jpg,none
833ae609_Neutral S030 05.jpg,none
833b6dde_S019F 20.jpg,severe
833c0c2c_Laser Pain S036 07.jpg,none
833c4783_Neutral S040 21.jpg,none
834428d3_S017L 06.jpg,none
83444284_Algometer Pain S035 22.jpg,mild
8344c879_Neutral S046 10.jpg,none
834b7278_S030F 14.jpg,moderate
8353a335_Posed Pain S040 07.jpg,none
8353d21b_Algometer Pain S024 03.jpg,mild
8357a149_S017L 07.jpg,none
83586cd1_S025L 09.jpg,none
836d29d1_Posed Pain S031 08.jpg,none
836db43b_Neutral S019 04.jpg,none
83716296_Neutral S062 09.jpg,none
8371c511_S034L 13.jpg,mild
83789c10_Posed Pain S036 12.jpg,moderate
83797a3c_S022F 15.jpg,none
837baaad_Neutral S044 13.jpg,none
837e8c19_Neutral S001 19.jpg,none
838d48be_S049A 03.jpg,none
838db8ba_Neutral S012 16.jpg,none
838e4248_Posed Pain S026 03.jpg,none
838e9c0c_S041F 05.jpg,mild
838f64b6_Neutral S030 12.jpg,none
838fbedd_S016A 15.jpg,mild
838fe3f4_S019F 03.jpg,mild
839572a6_S016A 04.jpg,none
839d5cc9_S068L 06.jpg,none
839de584_S032L 17.jpg,none
83a04219_S027N 13.jpg,mild
83a1a356_S057A 22.jpg,none
83a51e7c_S033L 07.jpg,none
83a53831_Neutral S067 04.jpg,none
83a58d9e_Posed Pain S064 19.jpg,none
83a67f82_S030F 12.jpg,mild
83aab87b_Algometer Pain S005 15.jpg,none
83ac168a_S008F 04.jpg,none
83afc5c8_Algometer Pain S062 15.jpg,none
83b66ffd_Neutral S059 13.jpg,none
83befa8b_L�ser S022 15.jpg,severe
83c3b510_Posed Pain S025 21.jpg,none
83cb2b2a_Neutral S019 21.jpg,none
83cb7293_Laser Pain S014 17.jpg,moderate
83cbb30a_S065A 13.jpg,none
83cbb359_Neutral S0036 15.jpg,mild
83cd0803_S016L 15.jpg,none
83dd15e4_Algometer Pain S058 08.jpg,none
83e155fc_Algometer Pain S034 15.jpg,mild
83e24cb2_Posed Pain S059 13.jpg,none
83e5c3e2_Algometer Pain S003 05.jpg,none
83ebdc10_S003L 21.jpg,mild
83eea749_Neutral S060 14.jpg,none
83f53e47_Algometer Pain-2 S019 03.jpg,none
83f55dd5_Posed Pain S028 03.jpg,none
83fc0bb3_Algometer Pain S042 05.jpg,none
8400a1e1_S049F 06.jpg,moderate
840485e1_Neutra S005 06.jpg,none
84050fbe_S026A 03.jpg,none
84080d42_S006F 15.jpg,none
8408ddec_Colour-S001A 12.jpg,mild
840974bc_S033L 20.jpg,none
840af602_S035L 10.jpg,none
840bb62f_Laser Pain S036 18.jpg,none
84134a6e_S036N 19.jpg,mild
8413d019_Neutral S067 03.jpg,none
8416497c_Posed Pain S040 13.jpg,none
84227b90_S003L 18.jpg,mild
8427e9c0_Algometer Pain S006 14.jpg,mild
84280ef9_Posed Pain S017 14.jpg,moderate
842952f8_Algometer Pain S012 18.jpg,none
842b7933_Neutral S068 13.jpg,mild
842c8e67_Neutra S005 03.jpg,none
84320989_S043L 06.jpg,none
84321fc4_S045L 03.jpg,mild
8434d103_Neutral S046 07.jpg,none
84353c5e_Posed Pain S026 22.jpg,none
84452e0c_Neutral S009 21.jpg,none
84485705_S011F 04.jpg,mild
844ddf8a_Neutral S049 16.jpg,none
84505c26_S043A 17.jpg,none
8453bcd8_Posed Pain S066 15.jpg,mild
8454dd4a_Neutral S003 06.jpg,none
8455b8e1_S002L 12.jpg,none
84565243_Neutral S014 10.jpg,mild
845781c3_Neutral S067 16.jpg,none
84578a56_Posed Pain S031 12.jpg,none
845ac01c_S005F 09.jpg,none
845cba80_S019F 22.jpg,moderate
84604dc3_S056L 06.jpg,moderate
8468d23b_S035L 21.jpg,none
84700c74_Posed Pain S013 04.jpg,none
8471107a_Neutral S004 08.jpg,none
8471cc13_Neutral S063 08.jpg,none
847212a9_S004L 10.jpg,none
8474963c_S038L 04.jpg,none
84784675_S021L 03.jpg,mild
847c6731_Neutra S005 16.jpg,none
847ce10b_Neutral S004 14.jpg,none
847f1cc1_S060L 21.jpg,none
847fd1d9_S024L 05.jpg,mild
84833252_S009L 06.jpg,none
84840dc3_Neutral S041 13.jpg,none
8489d619_S053A 20.jpg,moderate
848a24cc_S058L 03.jpg,none
848b10d7_Neutral S012 17.jpg,none
848b8956_S057A 13.jpg,none
848d8c34_Neutral S049 15.jpg,none
84938772_Algometer Pain S044 17.jpg,none
8493a79b_Neutral S0036 03.jpg,none
8495008c_S056L 17.jpg,none
849a6e50_S017A 11.jpg,none
849b5575_Neutral S054 16.jpg,none
849e4351_Neutral S014 03.jpg,mild
84abe69c_Posed Pain-1 S052 22.jpg,none
84acbdd7_Algometer Pain S009 08.jpg,none
84afa5c4_Neutral S013 15.jpg,none
84b39915_Neutral S039 16.jpg,none
84b4090d_S042F 11.jpg,mild
